Part #,Model number,Part Name,,,Model Name,In Stock,Reorder Qty
C015430001100,41231,Display assembly,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450010900,41231,Ground brush motor harness,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011000,41231,Charging harness of main engine,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011100,41231,Upright switch harness,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011200,41231,Main fan power supply harness - main machine,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011300,41231,Main motor signal harness,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011400,41231,Main board switch harness,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011500,41231,Water pump harness,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011600,41231,Disconnect the fan harness,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015450011700,41231,Screen harness,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015460008100,41231,Main Motor Component,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015460008200,41231,Peristaltic pump,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015460008300,41231,Floor brush motor assembly,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015470007200,41231,power adapter-EU,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015470007600,41231,Charging base assembly,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015520011200,41231,Main board,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015550045000,41231,Body assembly - buckle,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790015000,41231,Accessory storage box,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790015100,41231,Accessory storage box holder,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790018300,41231,Cleaning brush,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790018400,41231,Cleaner head assembly,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790018600,41231,Brush scratch,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790018700,41231,Roller brushbar  mop pad,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790018800,41231,Roller brushbar holder-2105,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790018900,41231,Roller brush scratch strip,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015790019200,41231,Clean water tank assembly GL,,,Xiaomi Truclean W10 Pro Wet Dry Vacuum EU,0,
C015550043100,41717,Dust Duct Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550043400,41717,Water Tank-Main device,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550043500,41717,Tee pipe Assy-Water Tank,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550043600,41717,Rear Downward Sensor Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550043700,41717,Front Downward Sensor Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550043800,41717,Rolling Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550043900,41717,Bottom cover,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044000,41717,Bumper Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044100,41717,Bumper Switch Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044200,41717,Automatic water refill assembly,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044300,41717,Ultrasonic Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044400,41717,Hall sensor-Dust Box,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044500,41717,Air duct Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044600,41717,Clean Water Tank hall sensor-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044700,41717,Dirty Water Tank hall sensor-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550044900,41717,Dust collector fan filter cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015550050200,41717,PTC Heating Assy-Dock-EU&UK,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013000,41717,Universal wheel Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013100,41717,Universal wheel,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013200,41717,Side Brush,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013300,41717,Mop Tray(not including Mop),,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013400,41717,protective sticker-Mop Tray,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013500,41717,Gearbox-Mop,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013600,41717,Main Brush,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013700,41717,Dust Box-Including Filter,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013800,41717,Filter,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790013900,41717,Cleaning Tool,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790014000,41717,Cleaning Dishes-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790014400,41717,Dust Bag-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790014500,41717,Tape,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790016300,41717,Mop,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790017300,41717,Clean Water Tank-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015790017400,41717,Dirty Water Tank-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100013700,41719,Screw-CB2*6,,,Xiaomi Robot Vacuum X10+ UK,0,
C015100013800,41719,Screw-PB3*10,,,Xiaomi Robot Vacuum X10+ UK,0,
C015100013700,41717,Screw-CB2*6,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100013800,41717,Screw-PB3*10,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100013900,41717,Screw-YB2.6*6,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100014000,41717,Screw-YB4*12,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100014100,41717,Screw-YB2.6*12,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100014200,41717,Screw-YB2.6*8,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100014300,41717,Screw-PWA3*8-D7.5,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100014400,41717,Screw-PWA3*8-D10,,,Xiaomi Robot Vacuum X10+ EU,0,
C015280001300,41717,Speaker,,,Xiaomi Robot Vacuum X10+ EU,0,
C015290002400,41717,Battery,,,Xiaomi Robot Vacuum X10+ EU,10,
C015300032500,41717,Radome,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300032600,41717,Dust Bin Cover Rotary Shaft Cover,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300032800,41717,Decorative Cover,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300032900,41717,Button Pedestal,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033000,41717,Light guide,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033100,41717,Main Brush Cover,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033200,41717,Bottom Holder-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033300,41717,Bottom Cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033400,41717,Rotary Shaft Cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033500,41717,Decorative Cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033600,41717,Upper Holder-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033800,41717,Power board waterproof cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300033900,41717,Water Pump Cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300034000,41717,Recharge see-through window,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300034300,41717,PTC holder-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300037400,41717,Upper Cover,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300037500,41717,Dust Bin Cover,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300037800,41717,Upper Cover-Dock-EU,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300038100,41717,Dust cover Assy-Dock-EU,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300038200,41717,Dust Motor-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300038300,41717,Front Cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300038400,41717,Rear Cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300045700,41717,Left Laser sensor Lock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015300045800,41717,Right Laser sensor Lock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310008800,41717,Radar striker spring,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310008900,41717,Radar Connecting Cable,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009000,41717,Side Brush Motor,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009100,41717,Running wheel Spring,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009200,41717,Running wheel long axis,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009300,41717,Left Drive Wheel,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009400,41717,Right Drive Wheel,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009500,41717,Stand Base Bracket,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009600,41717,Bumper Spring,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009700,41717,Shaft-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009800,41717,Solenoid valve-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310009900,41717,Dust Motor Cover-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310011700,41717,Bumper Switch lever-R,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310011800,41717,Bumper Switch lever-L,,,Xiaomi Robot Vacuum X10+ EU,0,
C015310011900,41717,Bumper Switch Spring,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005000,41717,Buffer Rubber,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005100,41717,Seal ring-water tank-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005200,41717,Dust Motor holder shock pad-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005300,41717,Motor Cover shock pad-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005400,41717,Motor Cover silencer cotton-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005500,41717,Air Duct Sealing Cotton-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005600,41717,Blow rubber-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005700,41717,Seal pad-Air Pressure sensor-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015320005800,41717,Automatic water supply holder rubber-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015350002200,41717,Air pressure sensor-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015410000600,41717,Tee pipe-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015410000700,41717,Clean Water Pump-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015410000800,41717,Dirty Water Pump-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015410000900,41717,Dust in pipe-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015410001000,41717,Dust out pipe-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420003400,41717,Reset Button,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420003500,41717,Left air duct-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420003600,41717,Right air duct-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420003700,41717,Air duct connecting pipe-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420003800,41717,Non-Return Vavle-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420003900,41717,Solenoid valve Tee Pipe,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420004000,41717,Water Pipe Set,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420004700,41717,Rocker switch&Cable-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420004800,41717,AC Power  Socket+ Power Cable-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015420007200,41717,Rocker switch,,,Xiaomi Robot Vacuum X10+ EU,0,
C015450010600,41717,Power supply cable-water pump power board-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015450010700,41717,AC control cable-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015450013500,41717,Power Cable-EU,,,Xiaomi Robot Vacuum X10+ EU,0,
C015450017200,41717,Left Laser sensor,,,Xiaomi Robot Vacuum X10+ EU,0,
C015450017300,41717,Right Laser sensor,,,Xiaomi Robot Vacuum X10+ EU,0,
C015450017400,41717,Rocker switch cable,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460006800,41717,Radar assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460006900,41717,Vacuum Valve,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007000,41717,Fan (Including Cable ),,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007100,41717,Fan Base,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007200,41717,Fan Holder Base,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007300,41717,Dust Air duct Assy,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007400,41717,Cleaning Dishes water level detection sheet-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007500,41717,Hall sensor-Cleaning Dishes-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007600,41717,Dust bag detection Assy-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460007800,41717,Power supply assy-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460014400,41717,Left Laser sensor base,,,Xiaomi Robot Vacuum X10+ EU,0,
C015460014500,41717,Right Laser sensor base,,,Xiaomi Robot Vacuum X10+ EU,0,
C015470004900,41717,Recharge-include cable-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015470007700,41717,Dust Motor-Dock (EU&UK),,,Xiaomi Robot Vacuum X10+ EU,0,
C015520008300,41717,Switch board-Rada,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520008400,41717,Wifi Reset PCB board,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520008500,41717,Water pump Switch PCB baord,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520008600,41717,Button,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520008800,41717,Controller-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520008900,41717,Power Board-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520009000,41717,LED board-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520009100,41717,UI key board-Dock,,,Xiaomi Robot Vacuum X10+ EU,0,
C015520010800,41717,Main Control Board Assy-GL,,,Xiaomi Robot Vacuum X10+ EU,0,
C015100013900,41719,Screw-YB2.6*6,,,Xiaomi Robot Vacuum X10+ UK,0,
C015100014000,41719,Screw-YB4*12,,,Xiaomi Robot Vacuum X10+ UK,0,
C015100014100,41719,Screw-YB2.6*12,,,Xiaomi Robot Vacuum X10+ UK,0,
C015100014200,41719,Screw-YB2.6*8,,,Xiaomi Robot Vacuum X10+ UK,0,
C015100014300,41719,Screw-PWA3*8-D7.5,,,Xiaomi Robot Vacuum X10+ UK,0,
C015100014400,41719,Screw-PWA3*8-D10,,,Xiaomi Robot Vacuum X10+ UK,0,
C015280001300,41719,Speaker,,,Xiaomi Robot Vacuum X10+ UK,0,
C015290002400,41719,Battery,,,Xiaomi Robot Vacuum X10+ UK,10,
C015300032500,41719,Radome,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300032600,41719,Dust Bin Cover Rotary Shaft Cover,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300032800,41719,Decorative Cover,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300032900,41719,Button Pedestal,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033000,41719,Light guide,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033100,41719,Main Brush Cover,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033200,41719,Bottom Holder-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033300,41719,Bottom Cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033400,41719,Rotary Shaft Cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033500,41719,Decorative Cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033600,41719,Upper Holder-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033800,41719,Power board waterproof cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300033900,41719,Water Pump Cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300034000,41719,Recharge see-through window,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300034300,41719,PTC holder-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300037400,41719,Upper Cover,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300037500,41719,Dust Bin Cover,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300037600,41719,Upper Cover-Dock-UK,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300037900,41719,Dust cover Assy-Dock-UK,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300038300,41719,Front Cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300038400,41719,Rear Cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300045700,41719,Left Laser sensor Lock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015300045800,41719,Right Laser sensor Lock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310008800,41719,Radar striker spring,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310008900,41719,Radar Connecting Cable,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009000,41719,Side Brush Motor,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009100,41719,Running wheel Spring,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009200,41719,Running wheel long axis,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009300,41719,Left Drive Wheel,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009400,41719,Right Drive Wheel,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009500,41719,Stand Base Bracket,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009600,41719,Bumper Spring,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009700,41719,Shaft-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009800,41719,Solenoid valve-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310009900,41719,Dust Motor Cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310011700,41719,Bumper Switch lever-R,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310011800,41719,Bumper Switch lever-L,,,Xiaomi Robot Vacuum X10+ UK,0,
C015310011900,41719,Bumper Switch Spring,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005000,41719,Buffer Rubber,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005100,41719,Seal ring-water tank-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005200,41719,Dust Motor holder shock pad-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005300,41719,Motor Cover shock pad-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005400,41719,Motor Cover silencer cotton-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005500,41719,Air Duct Sealing Cotton-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005600,41719,Blow rubber-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005700,41719,Seal pad-Air Pressure sensor-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015320005800,41719,Automatic water supply holder rubber-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015350002200,41719,Air pressure sensor-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015410000600,41719,Tee pipe-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015410000700,41719,Clean Water Pump-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015410000800,41719,Dirty Water Pump-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015410000900,41719,Dust in pipe-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015410001000,41719,Dust out pipe-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420003400,41719,Reset Button,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420003500,41719,Left air duct-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420003600,41719,Right air duct-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420003700,41719,Air duct connecting pipe-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420003800,41719,Non-Return Vavle-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420003900,41719,Solenoid valve Tee Pipe,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420004000,41719,Water Pipe Set,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420004800,41719,AC Power  Socket+ Power Cable-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015420007200,41719,Rocker switch,,,Xiaomi Robot Vacuum X10+ UK,0,
C015450010600,41719,Power supply cable-water pump power board-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015450010700,41719,AC control cable-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015450013600,41719,Power Cable-UK,,,Xiaomi Robot Vacuum X10+ UK,0,
C015450017200,41719,Left Laser sensor,,,Xiaomi Robot Vacuum X10+ UK,0,
C015450017300,41719,Right Laser sensor,,,Xiaomi Robot Vacuum X10+ UK,0,
C015450017400,41719,Rocker switch cable,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460006800,41719,Radar assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460006900,41719,Vacuum Valve,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007000,41719,Fan (Including Cable ),,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007100,41719,Fan Base,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007200,41719,Fan Holder Base,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007300,41719,Dust Air duct Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007400,41719,Cleaning Dishes water level detection sheet-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007500,41719,Hall sensor-Cleaning Dishes-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007600,41719,Dust bag detection Assy-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460007800,41719,Power supply assy-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460014400,41719,Left Laser sensor base,,,Xiaomi Robot Vacuum X10+ UK,0,
C015460014500,41719,Right Laser sensor base,,,Xiaomi Robot Vacuum X10+ UK,0,
C015470004900,41719,Recharge-include cable-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015470007700,41719,Dust Motor-Dock (EU&UK),,,Xiaomi Robot Vacuum X10+ UK,0,
C015520008300,41719,Switch board-Rada,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520008400,41719,Wifi Reset PCB board,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520008500,41719,Water pump Switch PCB baord,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520008600,41719,Button,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520008800,41719,Controller-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520008900,41719,Power Board-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520009000,41719,LED board-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520009100,41719,UI key board-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015520010800,41719,Main Control Board Assy-GL,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550043100,41719,Dust Duct Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550043400,41719,Water Tank-Main device,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550043500,41719,Tee pipe Assy-Water Tank,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550043600,41719,Rear Downward Sensor Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550043700,41719,Front Downward Sensor Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550043800,41719,Rolling Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550043900,41719,Bottom cover,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044000,41719,Bumper Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044100,41719,Bumper Switch Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044200,41719,Automatic water refill assembly,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044300,41719,Ultrasonic Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044400,41719,Hall sensor-Dust Box,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044500,41719,Air duct Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044600,41719,Clean Water Tank hall sensor-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044700,41719,Dirty Water Tank hall sensor-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550044900,41719,Dust collector fan filter cover-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550050200,41719,PTC Heating Assy-Dock-EU&UK,,,Xiaomi Robot Vacuum X10+ UK,0,
C015550057500,41719,PTC Heating Assy-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013000,41719,Universal wheel Assy,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013100,41719,Universal wheel,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013200,41719,Side Brush,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013300,41719,Mop Tray(not including Mop),,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013400,41719,protective sticker-Mop Tray,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013500,41719,Gearbox-Mop,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013600,41719,Main Brush,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013700,41719,Dust Box-Including Filter,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013800,41719,Filter,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790013900,41719,Cleaning Tool,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790014000,41719,Cleaning Dishes-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790014400,41719,Dust Bag-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790014500,41719,Tape,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790016300,41719,Mop,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790017300,41719,Clean Water Tank-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
C015790017400,41719,Dirty Water Tank-Dock,,,Xiaomi Robot Vacuum X10+ UK,0,
